"サービスID","データID","取得日","飲食購入金額","コメント"
"000025075","cli_t-30","2019-06-22 18:24:30","950",""
"0000347009","cli_t-30","2019-10-18 00:44:56","400",""
"0000100384","cli_t-30","2019-10-03 13:03:27","200",""
"0000737446","cli_t-30","2019-08-16 20:06:34","450",""
"0000296396","cli_t-30","2019-01-28 22:56:58","200",""
"0000405046","cli_t-30","2019-09-25 14:30:34","100",""
"0000843810","cli_t-30","2019-12-01 10:02:05","150",""
"0000750675","cli_t-30","2019-01-07 19:14:27","450",""
"0000581240","cli_t-30","2019-08-09 07:25:50","100",""
"0000601142","cli_t-30","2019-06-16 00:08:09","600",""
"0000593946","cli_t-30","2019-04-18 18:32:25","750",""
"0000875876","cli_t-30","2019-05-19 22:25:27","550",""
"0000498941","cli_t-30","2019-01-02 17:45:16","250",""
"0000298697","cli_t-30","2019-08-08 07:32:45","750",""
"0000712955","cli_t-30","2019-10-04 15:14:57","700",""
"0000841273","cli_t-30","2019-08-17 12:38:02","650",""
"0000334840","cli_t-30","2019-07-30 00:54:40","400",""
"0000805288","cli_t-30","2019-05-16 17:37:43","500",""
"0000668890","cli_t-30","2019-06-30 01:15:41","400",""
"0000645774","cli_t-30","2019-01-25 07:41:17","500",""
"0000164648","cli_t-30","2019-06-30 13:15:14","250",""
"0000260373","cli_t-30","2019-10-13 05:25:49","150",""
"000082591","cli_t-30","2019-05-23 16:07:45","350",""
"0000540213","cli_t-30","2019-06-14 00:55:23","300",""
"0000181880","cli_t-30","2019-05-27 19:35:54","150",""
"0000459120","cli_t-30","2019-06-12 01:36:54","850",""
"0000633668","cli_t-30","2019-03-26 20:52:15","550",""
"0000171502","cli_t-30","2019-12-02 00:37:40","300",""
"0000321469","cli_t-30","2019-05-13 16:14:09","400",""
"0000537531","cli_t-30","2019-12-03 19:29:01","400",""
"000036031","cli_t-30","2019-06-04 15:50:57","700",""
"000095774","cli_t-30","2019-09-04 13:36:22","700",""
"0000804294","cli_t-30","2019-01-02 16:46:57","550",""
"0000988709","cli_t-30","2019-02-24 06:17:20","700",""
"0000277903","cli_t-30","2019-11-07 02:01:10","800",""
"0000389481","cli_t-30","2019-06-22 08:35:38","700",""
"0000618634","cli_t-30","2019-12-14 05:04:32","500",""
"000082737","cli_t-30","2019-09-17 02:09:58","550",""
"0000684002","cli_t-30","2019-06-28 00:46:02","900",""
"000061529","cli_t-30","2019-10-27 04:06:26","550",""
"0000162851","cli_t-30","2019-10-28 09:17:09","250",""
"0000610413","cli_t-30","2019-05-31 19:12:14","950",""
"000018693","cli_t-30","2019-10-10 14:58:02","500",""
"0000113681","cli_t-30","2019-03-02 13:45:04","950",""
"0000827378","cli_t-30","2019-10-29 23:44:05","450",""
"0000234172","cli_t-30","2019-10-26 07:10:29","250",""
"0000456451","cli_t-30","2019-05-26 04:04:25","800",""
"0000657759","cli_t-30","2019-02-12 18:01:20","500",""
"0000201764","cli_t-30","2019-10-12 15:41:36","400",""
"000082112","cli_t-30","2019-02-16 18:01:33","200",""
"0000353747","cli_t-30","2019-01-15 21:59:04","800",""
"00002242","cli_t-30","2019-04-04 21:09:28","650",""
"0000768949","cli_t-30","2019-09-12 00:53:58","250",""
"0000571829","cli_t-30","2019-03-22 12:27:38","350",""
"0000497990","cli_t-30","2019-11-19 15:48:41","450",""
"0000803406","cli_t-30","2019-12-15 16:34:48","900",""
"0000843021","cli_t-30","2019-05-25 00:12:47","300",""
"0000794013","cli_t-30","2019-04-10 15:10:56","550",""
"0000574863","cli_t-30","2019-02-12 18:33:26","350",""
"0000208907","cli_t-30","2019-02-04 16:19:37","100",""
"0000328504","cli_t-30","2019-07-09 21:57:04","550",""
"0000610034","cli_t-30","2019-12-19 15:03:34","700",""
"0000928382","cli_t-30","2019-06-10 19:02:16","950",""
"0000609011","cli_t-30","2019-07-29 06:05:36","200",""
"0000995400","cli_t-30","2019-03-14 08:02:18","150",""
"0000323754","cli_t-30","2019-12-12 14:16:42","900",""
"0000512737","cli_t-30","2019-09-17 02:08:05","450",""
"0000434064","cli_t-30","2019-01-23 00:49:48","850",""
"000056516","cli_t-30","2019-01-22 09:44:57","100",""
"0000656668","cli_t-30","2019-10-30 16:53:16","350",""
"0000916232","cli_t-30","2019-01-16 14:38:46","450",""
"0000367498","cli_t-30","2019-05-24 13:59:06","200",""
"0000970082","cli_t-30","2019-10-08 12:19:00","850",""
"0000108291","cli_t-30","2019-10-13 17:35:19","850",""
"0000750987","cli_t-30","2019-06-08 22:13:05","750",""
"0000217304","cli_t-30","2019-10-04 09:47:05","550",""
"0000929635","cli_t-30","2019-04-17 12:54:05","250",""
"0000671597","cli_t-30","2019-06-03 21:22:13","950",""
"0000584400","cli_t-30","2019-10-23 15:30:39","750",""
"0000462506","cli_t-30","2019-10-05 16:16:56","150",""
"0000540652","cli_t-30","2019-12-29 09:35:23","350",""
"0000185462","cli_t-30","2019-07-01 00:27:00","250",""
"0000167035","cli_t-30","2019-07-10 06:06:25","250",""
"0000727490","cli_t-30","2019-04-08 20:08:28","150",""
"000058156","cli_t-30","2019-06-24 17:33:08","650",""
"0000140777","cli_t-30","2019-09-08 15:42:39","450",""
"000066058","cli_t-30","2019-11-18 11:08:54","800",""
"0000314945","cli_t-30","2019-12-24 19:58:58","900",""
"000012386","cli_t-30","2019-05-23 22:29:01","100",""
"0000715921","cli_t-30","2019-08-05 21:00:46","150",""
"000065842","cli_t-30","2019-12-22 05:11:23","700",""
"00007297","cli_t-30","2019-07-06 04:35:15","100",""
"000027070","cli_t-30","2019-10-14 13:26:45","850",""
"0000112439","cli_t-30","2019-11-21 18:43:12","500",""
"0000330737","cli_t-30","2019-01-06 02:16:41","350",""
"0000618431","cli_t-30","2019-11-08 00:44:00","250",""
"0000824128","cli_t-30","2019-08-12 18:02:09","800",""
"0000580680","cli_t-30","2019-06-28 02:29:34","150",""
"0000191709","cli_t-30","2019-11-03 16:10:39","300",""
"0000128503","cli_t-30","2019-01-26 17:16:23","100",""
"0000628044","cli_t-30","2019-09-26 17:56:56","650",""
"0000668947","cli_t-30","2019-06-21 03:35:25","500",""
"0000813785","cli_t-30","2019-09-24 17:33:42","550",""
"000096499","cli_t-30","2019-02-26 20:30:27","600",""
"0000762161","cli_t-30","2019-06-18 13:19:06","350",""
"0000192496","cli_t-30","2019-07-01 15:29:42","450",""
"0000144079","cli_t-30","2019-06-29 06:22:49","200",""
"0000557329","cli_t-30","2019-01-06 05:09:23","250",""
"0000156528","cli_t-30","2019-12-11 18:22:01","800",""
"0000666814","cli_t-30","2019-05-23 01:31:16","250",""
"000038186","cli_t-30","2019-01-18 05:52:53","400",""
"0000689919","cli_t-30","2019-10-06 17:56:35","100",""
"0000935760","cli_t-30","2019-01-07 12:33:41","500",""
"0000789362","cli_t-30","2019-07-13 08:30:26","600",""
"0000307827","cli_t-30","2019-01-30 00:30:44","400",""
"0000843764","cli_t-30","2019-07-17 23:39:19","350",""
"0000402029","cli_t-30","2019-11-08 18:39:41","100",""
"0000931784","cli_t-30","2019-11-20 21:17:52","300",""
"000093112","cli_t-30","2019-01-04 10:37:31","450",""
"0000865828","cli_t-30","2019-05-09 20:46:16","150",""
"0000768587","cli_t-30","2019-09-23 16:11:19","100",""
"0000690678","cli_t-30","2019-05-31 09:30:48","750",""
"0000197569","cli_t-30","2019-08-04 02:20:38","850",""
"0000790718","cli_t-30","2019-07-14 08:23:37","700",""
"0000933357","cli_t-30","2019-06-16 07:22:57","700",""
"0000742936","cli_t-30","2019-09-21 03:54:46","250",""
"000099950","cli_t-30","2019-08-30 09:51:18","100",""
"0000211254","cli_t-30","2019-11-06 02:53:05","900",""
"0000210996","cli_t-30","2019-07-27 18:00:56","550",""
"0000726098","cli_t-30","2019-02-23 15:10:27","150",""
"0000126181","cli_t-30","2019-02-21 15:13:49","350",""
"0000874600","cli_t-30","2019-04-12 19:28:11","750",""
"0000152040","cli_t-30","2019-03-17 10:22:21","900",""
"0000677634","cli_t-30","2019-04-19 04:38:50","150",""
"0000471906","cli_t-30","2019-03-02 17:26:18","250",""
"0000347911","cli_t-30","2019-02-09 19:39:42","600",""
"0000883363","cli_t-30","2019-08-04 19:32:18","550",""
"0000691223","cli_t-30","2019-08-02 10:10:50","700",""
"000095642","cli_t-30","2019-06-07 15:03:16","650",""
"0000901304","cli_t-30","2019-01-07 19:11:27","850",""
"0000370511","cli_t-30","2019-08-18 14:46:40","350",""
"000078830","cli_t-30","2019-04-29 16:39:06","900",""
"0000957310","cli_t-30","2019-02-14 06:22:29","700",""
"0000758417","cli_t-30","2019-06-30 22:14:13","300",""
"0000558665","cli_t-30","2019-06-29 04:47:11","350",""
"0000152360","cli_t-30","2019-04-14 02:48:08","100",""
"0000679769","cli_t-30","2019-07-10 04:38:07","300",""
"0000812655","cli_t-30","2019-01-16 09:00:59","600",""
"0000932348","cli_t-30","2019-04-23 04:15:54","450",""
"0000533321","cli_t-30","2019-11-16 14:51:49","550",""
"0000271328","cli_t-30","2019-05-23 18:14:46","200",""
"0000246877","cli_t-30","2019-04-18 05:55:27","100",""
"0000462845","cli_t-30","2019-01-10 01:08:39","600",""
"0000569549","cli_t-30","2019-07-10 02:21:46","300",""
"0000366559","cli_t-30","2019-04-30 10:22:55","200",""
"0000512233","cli_t-30","2019-06-18 23:58:14","900",""
"0000831418","cli_t-30","2019-03-29 18:16:21","350",""
"0000763093","cli_t-30","2019-12-13 02:30:44","950",""
"0000563263","cli_t-30","2019-12-14 14:52:05","500",""
"0000881087","cli_t-30","2019-02-26 12:02:02","600",""
"0000345260","cli_t-30","2019-05-16 17:33:55","450",""
"0000118348","cli_t-30","2019-10-12 03:36:23","250",""
"0000273166","cli_t-30","2019-07-08 15:25:49","250",""
"0000797523","cli_t-30","2019-12-17 12:57:05","950",""
"0000788977","cli_t-30","2019-10-22 07:06:11","950",""
"0000976009","cli_t-30","2019-12-12 12:38:12","100",""
"0000210279","cli_t-30","2019-07-23 09:23:43","350",""
"000052671","cli_t-30","2019-01-10 23:28:06","750",""
"0000912797","cli_t-30","2019-10-22 12:48:22","900",""
"0000320182","cli_t-30","2019-02-17 03:04:25","850",""
"0000844704","cli_t-30","2019-09-13 06:13:48","350",""
"0000439170","cli_t-30","2019-01-23 16:38:40","200",""
"0000789618","cli_t-30","2019-10-14 21:08:22","450",""
"0000164623","cli_t-30","2019-09-11 07:36:54","300",""
"0000356572","cli_t-30","2019-03-26 23:46:09","700",""
"0000932766","cli_t-30","2019-03-31 23:27:22","800",""
"0000121126","cli_t-30","2019-04-04 12:04:54","350",""
"0000292135","cli_t-30","2019-04-29 05:30:09","150",""
"0000363257","cli_t-30","2019-01-27 23:43:46","250",""
"0000464459","cli_t-30","2019-10-08 05:45:13","700",""
"00005281","cli_t-30","2019-03-02 16:58:31","650",""
"0000284338","cli_t-30","2019-11-07 18:26:43","950",""
"0000630588","cli_t-30","2019-12-06 01:16:41","250",""
"0000929785","cli_t-30","2019-09-26 11:41:36","700",""
"0000946525","cli_t-30","2019-08-04 22:13:07","450",""
"000068355","cli_t-30","2019-08-04 20:43:18","400",""
"0000621164","cli_t-30","2019-12-09 10:40:50","400",""
"0000201425","cli_t-30","2019-08-20 10:28:25","250",""
"0000166460","cli_t-30","2019-09-16 19:45:27","250",""
"0000170415","cli_t-30","2019-11-20 11:15:57","250",""
"0000574382","cli_t-30","2019-11-01 10:42:18","100",""
"0000740768","cli_t-30","2019-07-04 20:08:17","950",""
"0000903061","cli_t-30","2019-10-16 11:53:48","750",""
"0000632046","cli_t-30","2019-05-14 04:52:00","500",""
"0000129024","cli_t-30","2019-10-04 00:19:25","450",""
"000025657","cli_t-30","2019-07-21 02:29:56","600",""
"0000566923","cli_t-30","2019-07-09 15:12:50","350",""
"000069653","cli_t-30","2019-12-13 14:21:58","750",""
"0000417988","cli_t-30","2019-02-16 00:42:44","400",""
"0000604252","cli_t-30","2019-11-22 03:54:14","600",""
"0000299266","cli_t-30","2019-04-05 11:50:10","850",""
"0000711073","cli_t-30","2019-06-20 10:52:11","250",""
"0000239457","cli_t-30","2019-08-16 08:33:47","900",""
"0000623303","cli_t-30","2019-11-09 07:18:44","250",""
"0000160228","cli_t-30","2019-01-15 21:23:02","450",""
"0000588006","cli_t-30","2019-04-24 16:41:30","550",""
"0000674668","cli_t-30","2019-03-23 23:03:28","900",""
"0000773774","cli_t-30","2019-03-24 19:29:08","800",""
"0000670999","cli_t-30","2019-12-12 01:59:59","550",""
"0000917929","cli_t-30","2019-07-06 04:10:35","900",""
"0000615309","cli_t-30","2019-05-13 15:54:27","150",""
"0000827400","cli_t-30","2019-07-24 10:09:41","400",""
"0000648829","cli_t-30","2019-04-01 10:32:22","650",""
"0000243893","cli_t-30","2019-03-19 03:35:10","750",""
"0000790752","cli_t-30","2019-10-28 10:56:29","150",""
"0000619621","cli_t-30","2019-11-20 06:40:43","850",""
"000042305","cli_t-30","2019-02-10 23:03:28","150",""
"0000345319","cli_t-30","2019-07-01 09:32:48","950",""
"0000223062","cli_t-30","2019-08-16 18:01:55","250",""
"0000754382","cli_t-30","2019-10-03 20:53:08","450",""
"000053906","cli_t-30","2019-12-29 02:07:42","650",""
"000086119","cli_t-30","2019-04-13 21:22:57","700",""
"000040426","cli_t-30","2019-03-23 00:57:27","150",""
"0000464589","cli_t-30","2019-11-27 03:26:41","700",""
"0000449502","cli_t-30","2019-10-16 23:25:48","950",""
"000054642","cli_t-30","2019-11-21 17:31:04","200",""
"0000622446","cli_t-30","2019-08-23 21:07:36","700",""
"0000526579","cli_t-30","2019-07-18 02:25:12","800",""
"0000722095","cli_t-30","2019-09-19 17:03:03","350",""
"0000167021","cli_t-30","2019-11-22 16:56:09","800",""
"0000355150","cli_t-30","2019-09-28 03:30:23","450",""
"0000846890","cli_t-30","2019-08-02 23:15:49","100",""
"0000353372","cli_t-30","2019-05-19 16:42:18","500",""
"0000339941","cli_t-30","2019-08-26 20:10:06","800",""
"0000277076","cli_t-30","2019-08-05 21:46:03","450",""
"0000365819","cli_t-30","2019-01-04 17:10:59","800",""
"0000400720","cli_t-30","2019-01-04 16:46:39","750",""
"0000385163","cli_t-30","2019-01-26 15:14:02","200",""
"0000793698","cli_t-30","2019-04-18 02:27:12","250",""
"0000172500","cli_t-30","2019-10-26 20:34:35","650",""
"0000259588","cli_t-30","2019-11-07 04:42:05","600",""
"0000348057","cli_t-30","2019-01-01 00:50:26","400",""
"0000113053","cli_t-30","2019-09-02 18:51:24","700",""
"0000314099","cli_t-30","2019-02-11 09:37:47","300",""
"0000853327","cli_t-30","2019-09-26 12:26:27","250",""
"0000117452","cli_t-30","2019-11-03 00:33:18","850",""
"0000142197","cli_t-30","2019-05-06 12:26:16","900",""
"0000164562","cli_t-30","2019-01-14 15:08:49","100",""
"0000971988","cli_t-30","2019-07-16 00:29:00","700",""
"0000279903","cli_t-30","2019-11-22 01:10:56","700",""
"0000279055","cli_t-30","2019-04-30 20:03:14","100",""
"0000651943","cli_t-30","2019-07-05 22:07:24","100",""
"0000872984","cli_t-30","2019-09-21 08:59:22","400",""
"0000127991","cli_t-30","2019-03-04 23:23:41","150",""
"0000862941","cli_t-30","2019-10-31 16:28:42","450",""
"0000729828","cli_t-30","2019-12-28 18:17:14","500",""
"0000970709","cli_t-30","2019-07-06 04:27:10","800",""
"0000953859","cli_t-30","2019-07-02 07:02:42","500",""
"0000878893","cli_t-30","2019-04-30 04:23:49","650",""
"0000700837","cli_t-30","2019-08-27 13:23:46","600",""
"0000453489","cli_t-30","2019-03-07 17:13:18","500",""
"0000484654","cli_t-30","2019-11-06 19:16:52","150",""
"0000712358","cli_t-30","2019-10-30 13:08:58","950",""
"0000963661","cli_t-30","2019-10-29 15:23:59","850",""
"000054258","cli_t-30","2019-12-08 18:48:24","900",""
"0000841157","cli_t-30","2019-02-24 21:07:03","400",""
"000086024","cli_t-30","2019-07-03 09:22:43","800",""
"0000164132","cli_t-30","2019-09-26 00:23:51","500",""
"0000946118","cli_t-30","2019-05-21 19:56:19","850",""
"0000230620","cli_t-30","2019-12-06 13:44:52","350",""
"0000759651","cli_t-30","2019-12-14 20:37:50","300",""
"0000656481","cli_t-30","2019-01-31 07:27:43","300",""
"0000565678","cli_t-30","2019-01-04 05:40:06","600",""
"0000327271","cli_t-30","2019-07-07 16:09:01","650",""
"0000696495","cli_t-30","2019-06-02 20:31:57","950",""
"0000322092","cli_t-30","2019-04-07 21:32:51","300",""
"0000790195","cli_t-30","2019-04-27 18:52:40","500",""
"0000398383","cli_t-30","2019-09-01 06:08:21","350",""
"0000383598","cli_t-30","2019-11-09 02:15:23","800",""
"0000365504","cli_t-30","2019-08-17 02:31:25","400",""
"0000655804","cli_t-30","2019-04-08 22:42:05","900",""
"0000250938","cli_t-30","2019-01-16 11:19:37","550",""
"000045454","cli_t-30","2019-04-21 04:08:32","950",""
"0000893147","cli_t-30","2019-05-23 03:23:08","750",""
"0000646524","cli_t-30","2019-03-25 04:13:43","900",""
"0000140485","cli_t-30","2019-01-02 08:23:49","250",""
"0000579916","cli_t-30","2019-04-14 04:56:44","750",""
"0000987110","cli_t-30","2019-09-04 05:15:17","550",""
"0000390974","cli_t-30","2019-06-24 00:09:20","450",""
"0000873971","cli_t-30","2019-11-16 22:01:49","550",""
"0000313860","cli_t-30","2019-12-07 16:54:42","700",""
"0000875587","cli_t-30","2019-03-26 05:22:37","100",""
"00006338","cli_t-30","2019-05-07 04:27:41","350",""
"0000909626","cli_t-30","2019-01-20 09:53:05","850",""
"0000555783","cli_t-30","2019-07-09 22:31:34","500",""
"0000693400","cli_t-30","2019-05-11 09:40:09","600",""
"0000241996","cli_t-30","2019-04-26 14:54:43","300",""
"0000136059","cli_t-30","2019-10-17 16:20:05","800",""
"0000265585","cli_t-30","2019-05-31 13:41:32","400",""
"0000555354","cli_t-30","2019-10-31 20:07:04","800",""
"0000705665","cli_t-30","2019-04-03 06:53:39","800",""
"0000517837","cli_t-30","2019-03-02 02:17:10","100",""
"0000573204","cli_t-30","2019-04-03 05:18:54","950",""
"0000624227","cli_t-30","2019-06-29 18:24:52","200",""
"0000763174","cli_t-30","2019-07-25 01:49:36","200",""
"0000573539","cli_t-30","2019-11-12 13:07:40","700",""
"0000354903","cli_t-30","2019-11-29 21:07:22","750",""
"0000592182","cli_t-30","2019-07-14 13:24:57","100",""
"0000788512","cli_t-30","2019-07-27 15:46:55","750",""
"0000150799","cli_t-30","2019-06-18 00:14:55","150",""
"0000959575","cli_t-30","2019-02-07 00:53:11","950",""
"0000171311","cli_t-30","2019-07-23 14:29:38","550",""
"0000797897","cli_t-30","2019-07-23 21:16:59","550",""
"0000757789","cli_t-30","2019-11-25 16:54:28","600",""
"0000245962","cli_t-30","2019-11-27 12:31:48","500",""
"000027399","cli_t-30","2019-10-20 10:48:30","600",""
"0000292208","cli_t-30","2019-12-26 03:13:50","200",""
"0000767858","cli_t-30","2019-12-24 23:19:31","400",""
"0000620711","cli_t-30","2019-05-30 22:12:13","700",""
"000045398","cli_t-30","2019-01-03 01:36:07","100",""
"0000989751","cli_t-30","2019-02-06 22:56:25","500",""
"0000346705","cli_t-30","2019-11-24 09:02:17","800",""
"0000626009","cli_t-30","2019-06-14 21:57:18","600",""
"0000212296","cli_t-30","2019-11-25 21:40:41","100",""
"0000141222","cli_t-30","2019-10-30 00:04:17","300",""
"0000590263","cli_t-30","2019-10-24 16:36:08","400",""
"0000714742","cli_t-30","2019-01-17 05:46:06","150",""
"0000904856","cli_t-30","2019-05-20 06:43:17","600",""
"0000309267","cli_t-30","2019-01-23 01:20:28","950",""
"0000975625","cli_t-30","2019-12-29 22:20:05","200",""
"000096864","cli_t-30","2019-07-01 05:58:44","950",""
"0000984758","cli_t-30","2019-11-26 16:00:14","950",""
"0000636159","cli_t-30","2019-08-27 14:20:57","600",""
"0000995917","cli_t-30","2019-10-26 23:38:54","650",""
"0000709933","cli_t-30","2019-03-23 02:48:28","150",""
"0000851734","cli_t-30","2019-12-15 06:02:36","300",""
"0000373827","cli_t-30","2019-05-15 03:08:34","350",""
"0000338307","cli_t-30","2019-09-17 21:50:13","750",""
"0000226682","cli_t-30","2019-05-05 16:29:26","600",""
"0000608673","cli_t-30","2019-11-21 18:06:02","200",""
"0000782464","cli_t-30","2019-07-30 14:24:40","100",""
"0000808717","cli_t-30","2019-11-15 01:05:31","400",""
"0000770346","cli_t-30","2019-09-17 10:20:18","450",""
"0000660291","cli_t-30","2019-10-06 18:50:43","200",""
"0000527939","cli_t-30","2019-03-11 03:47:24","350",""
"0000341958","cli_t-30","2019-06-13 12:47:42","450",""
"0000718383","cli_t-30","2019-09-03 02:41:22","350",""
"0000802403","cli_t-30","2019-05-30 13:23:52","700",""
"0000745272","cli_t-30","2019-04-26 06:31:47","850",""
"0000384564","cli_t-30","2019-09-11 01:46:42","550",""
"0000747784","cli_t-30","2019-11-16 01:20:44","850",""
"0000670474","cli_t-30","2019-04-20 18:52:15","900",""
"000090682","cli_t-30","2019-05-24 02:50:20","600",""
"0000944052","cli_t-30","2019-07-06 21:24:34","650",""
